kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
"Ketika dialiri arus listrik, ujung solder menjadi panas.","Ketika dialiri arus listrik, ujung solder menajdi panas.",IPA,Transposition Error
Ujung solder tersebut dapat melelehkan tinol.,Ujung solder tersebut datpa melelehkan tinol.,IPA,Transposition Error
"Namun, ada bagian solder yang tidak terasa panas.","Namun, ada bagian solder yang tidak tersaa panas.",IPA,Transposition Error
Bagian tersebut adalah gagang solder.,Bagian tersebut adalah gangag solder.,IPA,Transposition Error
"Meskipun ujung solder panas, gagang solder tetap dingin.","Meskipun ujung solder panas, gagang solder atetp dingin.",IPA,Transposition Error
Tahukah kalian penyebabnya?,Tahukah kalian penebabynya?,IPA,Transposition Error
Segeralah pelajari bab ini untuk menemukan jawabannya.,Segeralah pelajari bab ini untuk menemukan jwabannaya.,IPA,Transposition Error
"Di kelas iii, kalian telah belajar tentang kegunaan benda.","Di kelas iii, kalian telah belajar entatng kegunaan benda.",IPA,Transposition Error
Sekarang kalian akan mempelajari kemampuan benda dalam menghantarkan panas.,Sekarang kalian akan mempelajari kemampuan benda adlam menghantarkan panas.,IPA,Transposition Error
Kalian akan menghubungkan kemampuan benda tersebut dengan kegunaannya.,Kalian akan menghubungkan kemampuan benda tersebut denagn kegunaannya.,IPA,Transposition Error
"Untuk lebih jelasnya, simak baik-baik peta materi berikut.","Untuk lebih jelasnya, simak baik-baik peta matrei berikut.",IPA,Transposition Error
"Berdasarkan kemampuannya dalam menghantarkan panas, benda dapat dikelompokkan menjadi dua.","Berdasarkan kemampuannya dalam menghantarkan panas, benda adpat dikelompokkan menjadi dua.",IPA,Transposition Error
Kedua kelompok benda itu adalah konduktor dan isolator.,Edkua kelompok benda itu adalah konduktor dan isolator.,IPA,Transposition Error
Konduktor dan isolator banyak dimanfaatkan dalam kehidupan.,Konduktor dan isolator banyak dimanfaatkan dalam kehdiupan.,IPA,Transposition Error
"Nah, sebelum mempelajarinya, kalian perlu mengetahui tentang perpindahan panas.","Nah, sebelum mempelajarinya, kalian perlu mengetahui entatng perpindahan panas.",IPA,Transposition Error
Panas suatu benda tergantung pada suhu benda tersebut.,Panas suatu dbena tergantung pada suhu benda tersebut.,IPA,Transposition Error
"Semakin tinggi suhu benda, maka benda semakin panas.","Semakin tinggi suhu benda, maka benda semkain panas.",IPA,Transposition Error
Tahukah kalian bahwa panas dapat berpindah (mengalir)?,Tahukah kalian bahwa panas dapat berpindah (menaglir)?,IPA,Transposition Error
Panas berpindah dari tempat yang bersuhu tinggi ke tempat bersuhu rendah.,Panas berpindah dari tempat yang bersuhu tinggi ke tempat bersuhu erndah.,IPA,Transposition Error
"Perpindahan panas dapat dilakukan melalui tiga cara, yakni konveksi, radiasi, dan konduksi.","Perpindahan panas dapat dilakukan melalui tiga acra, yakni konveksi, radiasi, dan konduksi.",IPA,Transposition Error
Perpindahan panas secara konveksi terjadi melalui aliran zat.,Perpindahan panas secara konveksi terjadi melalui aliarn zat.,IPA,Transposition Error
"Misalnya, es batu yang mencair dalam air panas.","Mislnaya, es batu yang mencair dalam air panas.",IPA,Transposition Error
Panas dari air panas berpindah ke es batu.,Panas dari air panas berpindah ke se batu.,IPA,Transposition Error
Panas berpindah bersama mengalirnya air panas ke es batu.,Panas berpindah bersama mengalirnya air panas ek es batu.,IPA,Transposition Error
Panas tersebut menyebabkan es batu meleleh.,Anpas tersebut menyebabkan es batu meleleh.,IPA,Transposition Error
"Agar lebih memahaminya, lakukanlah percobaan pada rubrik laboratoria berikut.","Agar lebih memahaminya, lakukanlah percobaan pada ubrirk laboratoria berikut.",IPA,Transposition Error
Masukkan air ke dalam tabung kaca hingga penuh.,Masuknka air ke dalam tabung kaca hingga penuh.,IPA,Transposition Error
Jepitlah tabung kaca dengan penjepit seperti pada gambar.,Jepitlah tabung kaca dengan penjepit seperti apda gambar.,IPA,Transposition Error
Letakkan lampu di bawah tabung kaca.,Letakkan lampu di bahwa tabung kaca.,IPA,Transposition Error
Nyalakan lampu untuk memanaskan tabung kaca.,Nyalakan lampu untuk memaknasan tabung kaca.,IPA,Transposition Error
"Setelah air panas, teteskan tinta merah ke dalam air.","Setelah air panas, teteskan tinta merah ek dalam air.",IPA,Transposition Error
Apakah tinta bergerak?,Apakah tinta beregrak?,IPA,Transposition Error
Diskusikan hal ini dengan teman-teman kalian.,Diskusikan hal ini deangn teman-teman kalian.,IPA,Transposition Error
"Selanjutnya, catatlah kesimpulan kalian dan sampaikan di depan kelas.","Selanjutnya, catatlah kesimpulan kalian dan sampaikan id depan kelas.",IPA,Transposition Error
Perhatikanlah gambar pada kegiatan di atas.,Perhatikanlah gambar pada kegitaan di atas.,IPA,Transposition Error
Air pada bagian tabung yang dipanaskan menjadi panas.,Air pada bagian tabung yang dipanaskan menajdi panas.,IPA,Transposition Error
"Selanjutnya, air panas tersebut bergerak naik menuju tempat yang bersuhu lebih rendah.","Selanjutnya, air panas tersebut bergerak naik menjuu tempat yang bersuhu lebih rendah.",IPA,Transposition Error
Air panas ini mendesak air dingin yang berada di bagian atas.,Air panas ini mendesak air dingin gyan berada di bagian atas.,IPA,Transposition Error
"Akibatnya, air dingin di bagian atas bergerak turun.","Akibatnya, air dingin di bagian atas beregrak turun.",IPA,Transposition Error
Tinta yang diteteskan ke dalam air ikut bergerak bersama air.,Tinta yang diteteskan ke dalam air tiku bergerak bersama air.,IPA,Transposition Error
"Dengan adanya tinta, pergerakan air panas tersebut dapat diamati dengan jelas.","Dengan adanya tinta, pergerakan air panas teresbut dapat diamati dengan jelas.",IPA,Transposition Error
Kejadian ini berulang sehingga tinta tampak berputar.,Kejadian ini berulang sehingga tinta tampak beruptar.,IPA,Transposition Error
"Pada saat proses ini berlangsung, panas mengalir bersama air.","Pada saat proses ini berlangsung, panas menaglir bersama air.",IPA,Transposition Error
Perpindahan panas seperti inilah yang disebut konveksi.,Perpindahan panas seperti inilah yang disebut konevksi.,IPA,Transposition Error
"Jadi, konveksi adalah perpindahan panas disertai perpindahan zat perantaranya.","Jadi, konveksi adalah erpindaphan panas disertai perpindahan zat perantaranya.",IPA,Transposition Error
Konveksi juga terjadi pada asap pembakaran yang membumbung.,Konveksi juga terjadi pada asap pembakaran gyan membumbung.,IPA,Transposition Error
"Saat pembakaran, udara di atas api menjadi panas.","Saat pembakaran, udara di atas api menajdi panas.",IPA,Transposition Error
Udara panas kemudian naik.,Udara panas kemduian naik.,IPA,Transposition Error
Tempat udara panas digantikan udara dari sekitar perapian.,Tempat udara panas digantikan udara dari sektiar perapian.,IPA,Transposition Error
Udara panas yang naik membawa uap air.,Daura panas yang naik membawa uap air.,IPA,Transposition Error
Uap air ini berada dalam bentuk asap.,Uap air ini berada dalam bentuk pasa.,IPA,Transposition Error
Uap air membumbung ke atas karena peristiwa konveksi.,Uap air membumbung ke atas karena persitiwa konveksi.,IPA,Transposition Error
"Air adalah zat cair, sedangkan asap adalah gas.","Air adaalh zat cair, sedangkan asap adalah gas.",IPA,Transposition Error
Panas dapat mengalir pada keduanya.,Panas dapat mengalir adpa keduanya.,IPA,Transposition Error
"Jadi, konveksi dapat terjadi pada gas dan zat cair.","Jadi, konveksi dapat terjadi pada gas dan zat crai.",IPA,Transposition Error
"Ketika matahari bersinar di siang hari, kalian merasa gerah, bukan?","Ketika matahari bersinar di siang hari, kalain merasa gerah, bukan?",IPA,Transposition Error
"Padahal, kalian berada jauh dari matahari.","Padahal, kalian berada aujh dari matahari.",IPA,Transposition Error
Demikian juga saat kalian duduk di dekat api unggun.,Demikian juga saat kalian duduk di adekt api unggun.,IPA,Transposition Error
Kalian akan merasakan hangatnya api unggun.,Kalian akan merasakan hangyatna api unggun.,IPA,Transposition Error
Hal ini menunjukkan bahwa telah terjadi perpindahan panas.,Hal ini menunjukkan bahwa telah terjadi erpindaphan panas.,IPA,Transposition Error
Perpindahan panas seperti ini disebut radiasi.,Perpinhdaan panas seperti ini disebut radiasi.,IPA,Transposition Error
"Jadi, radiasi adalah perpindahan panas tanpa zat perantara.","Jiad, radiasi adalah perpindahan panas tanpa zat perantara.",IPA,Transposition Error
"Untuk lebih jelasnya, lakukanlah kegiatan pada rubrik laboratoria berikut.","Untuk lebih jelasnya, lakukanlah kegiatan pada ubrirk laboratoria berikut.",IPA,Transposition Error
Salah satu peristiwa radiasi.,Salah satu persitiwa radiasi.,IPA,Transposition Error
Jemurlah sebuah sendok makan dan sebatang kayu di lantai.,Jemurlah sebuah sendok makan dan sebatang ukay di lantai.,IPA,Transposition Error
Lakukan ketika matahari telah bersinar.,Lakukan ketika matahari tehla bersinar.,IPA,Transposition Error
Lebih baik lagi jika dilakukan di tengah hari.,Lebih baik lagi jika dilakukan di tenagh hari.,IPA,Transposition Error
Simpan sendok dan batang kayu lainnya di tempat teduh.,Simpan sendok dan batang kayu lainnya id tempat teduh.,IPA,Transposition Error
Tunggulah kira-kira 5 menit.,Tungguhla kira-kira 5 menit.,IPA,Transposition Error
Sentuhlah lantai tempat kalian menjemur sendok dan kayu.,Sentulhah lantai tempat kalian menjemur sendok dan kayu.,IPA,Transposition Error
Pegang sendok dan batang kayu yang dijemur.,Pegang sendok dan batang kayu yang dijmeur.,IPA,Transposition Error
Pegang sendok dan batang kayu yang disimpan di tempat teduh.,Pegang sendok dan batang kayu yang dsimipan di tempat teduh.,IPA,Transposition Error
Apakah lantai yang kalian sentuh terasa panas?,Apakah lantai yang kalian sentuh terasa apnas?,IPA,Transposition Error
Bagaimana dengan sendok dan batang kayu yang dijemur?,Bagaimana dengan sendok dan batang kayu gyan dijemur?,IPA,Transposition Error
Mengapa bisa terjadi demikian?,Mengapa bisa terajdi demikian?,IPA,Transposition Error
Diskusikan dengan teman-teman kalian.,Diskusikan dengan temn-teaman kalian.,IPA,Transposition Error
"Selanjutnya, tulis kesimpulan kalian dan sampaikan di depan kelas.","Selanjutnya, tulis kesimpulan kalian dan sampaikan id depan kelas.",IPA,Transposition Error
Konduksi adalah perpindahan panas melalui zat perantara.,Konduksi adalah perpindahan panas melalui zat pernatara.,IPA,Transposition Error
"Namun, zat perantara tersebut tidak ikut berpindah (bergerak).","Namun, zat perantara tersebut tidak ikut beripndah (bergerak).",IPA,Transposition Error
"Untuk memahaminya, lakukanlah kegiatan pada rubrik jelajah berikut.","Untuk memahaminya, lakukanlah kegiatan pada rubrik jeljaah berikut.",IPA,Transposition Error
"Siapkan lilin, penjepit, dan sebatang logam.","Asipkan lilin, penjepit, dan sebatang logam.",IPA,Transposition Error
Nyalakanlah lilin.,Nyaakanllah lilin.,IPA,Transposition Error
"Selanjutnya, jepitlah bagian tengah batang logam.","Selanjutnya, jepitlah bagian teangh batang logam.",IPA,Transposition Error
Panaskan salah satu ujung logam pada nyala api lilin.,Panaskan salah satu ujung logam pada lnyaa api lilin.,IPA,Transposition Error
Biarkan selama 5 menit.,Abirkan selama 5 menit.,IPA,Transposition Error
"Setelah itu, sentuhlah ujung logam yang tidak dipanaskan.","Setelah itu, sentuhlah ujung logam yang atidk dipanaskan.",IPA,Transposition Error
"Lebih jelasnya, perhatikan gambar di samping.","Lebih jelasnya, perhatikan gmabar di samping.",IPA,Transposition Error
"Jangan lupa, berhati-hatilah saat bekerja menggunakan benda panas.","Jangan lupa, berhati-hatilah saat bekerja menggunakan dbena panas.",IPA,Transposition Error
Apa yang kalian rasakan?,Apa yang kalain rasakan?,IPA,Transposition Error
Mengapa hal itu dapat terjadi?,Mengapa hal itu datpa terjadi?,IPA,Transposition Error
Pikirkanlah jawabannya dan tuliskan dalam buku tugas kalian.,Pikirkanlah jawabannya dan tuliskan dalam buku atugs kalian.,IPA,Transposition Error
Kumpulkan hasil kerja kalian kepada bapak atau ibu guru.,Kumpulkan hasil kerja kalian kepada bapak uata ibu guru.,IPA,Transposition Error
"Pada kegiatan tadi, logam mula-mula tidak terasa panas.","Pada kegiatan tadi, logam mula-mula tidak tersaa panas.",IPA,Transposition Error
"Selanjutnya, salah satu ujung logam dipanaskan.","Selanjutnya, salah satu ujgun logam dipanaskan.",IPA,Transposition Error
"Ternyata, ujung logam yang tidak dipanaskan ikut panas.","Ternyata, ujung logam yang tidak dipanaskan tiku panas.",IPA,Transposition Error
Hal ini terjadi karena adanya aliran panas.,Hal ini terjadi karena adanya aliran apnas.,IPA,Transposition Error
Panas mengalir sepanjang batang logam.,Panas mengalir sepanjang bantag logam.,IPA,Transposition Error
Panas mengalir dari salah satu ujung logam ke ujung lainnya.,Panas mengalir dari salah satu ujung alogm ke ujung lainnya.,IPA,Transposition Error
"Akibatnya, bagian logam yang tidak dipanaskan menjadi terasa panas.","Akibatnya, bagian logam yang tidak dipanaskan menajdi terasa panas.",IPA,Transposition Error
Aliran panas ini memerlukan zat perantara.,Aliran panas ini memekrluan zat perantara.,IPA,Transposition Error
"Akan tetapi, zat perantara tidak berpindah bersama aliran panas.","Akan tetapi, zat perantara tidak berpindah berasma aliran panas.",IPA,Transposition Error
Peristiwa konduksi dapat kalian jumpai dalam kehidupan sehari-hari.,Peristiwa konduksi dapat kalian jumpai dalam kehdiupan sehari-hari.,IPA,Transposition Error
Salah satu contohnya seperti terlihat pada gambar 4.3.,Salah satu contohnya seperti terlihat pada gamabr 4.3.,IPA,Transposition Error
Sebuah sendok logam dicelupkan ke dalam segelas air panas.,Sebuah sendok logam dicelupkan ke dalam sgeleas air panas.,IPA,Transposition Error
"Setelah beberapa saat, ujung sendok yang tidak tercelup menjadi terasa panas.","Setelah beberapa saat, ujung sendok yang atidk tercelup menjadi terasa panas.",IPA,Transposition Error
Hal ini karena panas dari air mengalir sepanjang sendok logam.,Hal ini karena panas dari air menaglir sepanjang sendok logam.,IPA,Transposition Error
"Nah, sekarang kalian menjadi lebih paham tentang konduksi, bukan?","Nah, sekarang kalian menjadi lebih paham entatng konduksi, bukan?",IPA,Transposition Error
"Pada konduksi, panas mengalir melalui zat perantara atau penghantar.","Pada konduksi, panas mengalir melalui zat pernatara atau penghantar.",IPA,Transposition Error
"Namun, tidak semua benda dapat menjadi penghantar panas.","Namun, tidak semua benda dapat menjadi penhantgar panas.",IPA,Transposition Error
"Pada kegiatan di atas, batang logam dapat menghantarkan panas.","Pada kegiatan di atas, batang logam adpat menghantarkan panas.",IPA,Transposition Error
"Karenanya, batang logam disebut sebagai konduktor panas.","Karenanya, batang logam disebut sebagai konduktor apnas.",IPA,Transposition Error
"Lalu, bagaimana jika logam diganti dengan plastik?","Lalu, bagaimana jika logam diganti dengan platsik?",IPA,Transposition Error
Apakah panas dapat mengalir melalui plastik?,Apakah panas dapat mengliar melalui plastik?,IPA,Transposition Error
Kalian akan menemukan jawabannya setelah mencermati uraian berikut.,Kalian akan menemukan jawabannya setelah mencermati uraain berikut.,IPA,Transposition Error
Salah satu peristiwa konduksi.,Salah satu persitiwa konduksi.,IPA,Transposition Error
Ujung solder yang terbuat dari besi dapat menghantarkan panas.,Ujung solder yang terbuat dari besi adpat menghantarkan panas.,IPA,Transposition Error
Begitu pula dengan setrika.,Begitu pula denagn setrika.,IPA,Transposition Error
Bagian bawah setrika terbuat dari logam.,Bagian bawah setrika teurbat dari logam.,IPA,Transposition Error
"Saat dialiri arus listrik, bagian bawah setrika menjadi panas.","Saat dialiri arus listrik, bagian bawah setirka menjadi panas.",IPA,Transposition Error
"Karenanya, setrika dapat digunakan untuk merapikan pakaian.","Karenanya, setrika dapat digunakan untuk merapikan pkaiaan.",IPA,Transposition Error
"Sekarang, perhatikanlah peralatan masak di dapur.","Sekarang, perhatikanlah peralatan maksa di dapur.",IPA,Transposition Error
Ambillah sebuah sendok stainless steel.,Ambillah sebuah sendok tainsless steel.,IPA,Transposition Error
Jemurlah sendok tersebut di bawah terik matahari selama 15 menit.,Jemurlah sendok tersebut di bawah terik mtahaari selama 15 menit.,IPA,Transposition Error
Apa saja benda yang dapat menghantarkan panas?,Apa saja benda yang dapat menghantarkan apnas?,IPA,Transposition Error
"Setelah itu, sentuhlah sendok.","Setelah itu, senuthlah sendok.",IPA,Transposition Error
"Kalian tentunya merasakan panas, bukan?","Kalian tentunya merasakan pasna, bukan?",IPA,Transposition Error
Hal ini juga teigadi pada wajan aluminium.,Hal ini juga teigadi pada wajan aluimnium.,IPA,Transposition Error
Wajan aluminium dapat menghantarkan panas.,Wajan aluminium dapat meghantarknan panas.,IPA,Transposition Error
"Karenanya, wajan aluminium biasa digunakan untuk memasak.","Karenanya, wajan aluminium biasa digunakan untuk memsaak.",IPA,Transposition Error
Stainless steel dan aluminium merupakan bahan logam.,Stainless steel dan aluminium merupakan bahan alogm.,IPA,Transposition Error
"Jadi, benda-benda yang terbuat dari logam dapat menghantarkan panas.","Jadi, benda-benda yang terbuat dari logam adpat menghantarkan panas.",IPA,Transposition Error
Alat yang dapat menghantarkan panas disebut konduktor panas.,Alat yang dapat menghantarkan panas disebut konudktor panas.,IPA,Transposition Error
Wajan aluminium mampu menghantarkan panas.,Wajan aluminium mampu meghantarknan panas.,IPA,Transposition Error
Profesor fisika david willey dapat berjalan di atas bara kayu tanpa terluka.,Profesor fisika david willey dapat berjalan id atas bara kayu tanpa terluka.,IPA,Transposition Error
"Padahal, panas dari bara kayu dapat mencapai suhu 982°c.","Padahal, panas dari bara kayu dapat menacpai suhu 982°c.",IPA,Transposition Error
Hal ini terjadi karena hanya sebagian kecil panas dari bara yang mengalir ke kulit.,Hal ini terjadi karena hanya sebagian ikecl panas dari bara yang mengalir ke kulit.,IPA,Transposition Error
"Meskipun terbakar, kayu masih bersitat sebagai konduktor panas yang buruk.","Meskipun terbakar, kayu masih bersitat sebagai konudktor panas yang buruk.",IPA,Transposition Error
Gagang solder biasanya terbuat dari plastik.,Gagang solder biasanya teurbat dari plastik.,IPA,Transposition Error
"Saat dialiri arus listrik, gagang solder tidak terasa panas.","Saat dialiri arus listrik, gagang solder atidk terasa panas.",IPA,Transposition Error
"Artinya, plastik tidak menghantarkan panas.","Artinya, plastik tidak meghantarknan panas.",IPA,Transposition Error
"Nah, selain plastik, adakah benda-benda lain yang tidak menghantarkan panas?","Nah, selain plastik, adakah benda-benda lain gyan tidak menghantarkan panas?",IPA,Transposition Error
Perhatikan gagang setrika arang.,Perhatikan gagang setirka arang.,IPA,Transposition Error
"Ternyata, gagang setrika arang juga tidak menghantarkan panas.","Ternyata, gagang setrika arang juga tidak menhantarkgan panas.",IPA,Transposition Error
"Gagang tersebut tidak terbuat dari plastik, tetapi dari kayu.","Gagang tersebut tidak terbuat dari plastik, tetpai dari kayu.",IPA,Transposition Error
"Artinya, kayu juga tidak menghantarkan panas.","Artinya, kayu juga tikda menghantarkan panas.",IPA,Transposition Error
Bahan-bahan seperti plastik dan kayu disebut isolator panas.,Bahan-bahan seperti plastik dan kayu disebut isoaltor panas.,IPA,Transposition Error
Gagang setrika arang merupakan isolator.,Gagang setrika arang meruapkan isolator.,IPA,Transposition Error
"Dari uraian di depan, kalian telah mengetahui beberapa bahan konduktor dan isolator panas.","Dari uraian di depan, kalian telah menetahgui beberapa bahan konduktor dan isolator panas.",IPA,Transposition Error
"Untuk mengetahui lebih lanjut, lakukanlah kegiatan pada rubrik laboratoria berikut.","Untuk mengetahui lebih lanjut, lakukanlah kegiatan apda rubrik laboratoria berikut.",IPA,Transposition Error
Didihkan air dalam panci di atas kompor.,Didihkan air dalam panci di atas komopr.,IPA,Transposition Error
Tempelkan biji kedelai pada masing-masing ujung pengaduk menggunakan mentega.,Tempelkan biji kedelai pada masing-masing ujung penagduk menggunakan mentega.,IPA,Transposition Error
Masukkan semua pengaduk ke dalam panci berisi air mendidih.,Masukkan semua pengaduk ke dalam panci bersii air mendidih.,IPA,Transposition Error
"Ingat, bagian yang dimasukkan adalah ujung pengaduk yang tidak ditempeli biji kedelai.","Ingat, bagian yang dimasukkan adalah ujung penagduk yang tidak ditempeli biji kedelai.",IPA,Transposition Error
"Agar lebih jelas, perhatikan gambar di samping.","Agar lebih jelas, perhatikan gambar di samipng.",IPA,Transposition Error
Tunggu selama beberapa detik.,Tunggu selama bbereapa detik.,IPA,Transposition Error
"Kemudian, peganglah masing-masing pengaduk.","Kemudian, peganglah masng-masiing pengaduk.",IPA,Transposition Error
"Jika terasa panas, berarti pengaduk tersebut adalah konduktor.","Jika terasa panas, berarti pengaduk tersebut adaalh konduktor.",IPA,Transposition Error
"Sebaliknya, jika tidak panas, pengaduk tersebut merupakan isolator.","Sebaliknya, jika tidak panas, pengaduk tersebut merpuakan isolator.",IPA,Transposition Error
Catatlah waktu jatuhnya biji kedelai pada masing-masing batang uji.,Catatlah waktu jatuhnya biji kedelai pada masng-masiing batang uji.,IPA,Transposition Error
Waktu tersebut dimulai saat pengaduk dicelupkan sampai kedelai jatuh.,Waktu tersebut dimulai saat pengaduk dicelupkan samapi kedelai jatuh.,IPA,Transposition Error
"Selanjutnya, isilah tabel berikut berdasarkan hasil pengamatan kalian.","Selanjutnya, isilah tabel berikut berdasarkan hasil penamatgan kalian.",IPA,Transposition Error
Salin dan kerjakan pertanyaan-pertanyaan berikut di dalam buku tugas kalian.,Salin dan kerjakan pertanyaan-pertanyaan berikut di adlam buku tugas kalian.,IPA,Transposition Error
Pengaduk apa saja yang termasuk konduktor?,Pengaduk apa saja anyg termasuk konduktor?,IPA,Transposition Error
Pengaduk apa saja yang tergolong isolator?,Pengaduk apa saja anyg tergolong isolator?,IPA,Transposition Error
Apa perbedaan konduktor dengan isolator?,Apa perbedaan konduktor deangn isolator?,IPA,Transposition Error
Manakah pengaduk yang paling bagus sebagai konduktor?,Manakah pengaduk yang paling bagus sebagai konudktor?,IPA,Transposition Error
Mengapa?,Menagpa?,IPA,Transposition Error
Manakah pengaduk yang paling bagus sebagai isolator?,Manakah pengaduk yang paling bagus sebagai isoaltor?,IPA,Transposition Error
Apa kesimpulan yang kalian peroleh dari kegiatan tadi?,Apa kesimpulan yang kalian peroleh dari kegaitan tadi?,IPA,Transposition Error
Kalian menggunakan berbagai pengaduk yang terbuat dari bahan yang berbeda-beda.,Kalian menggunakan berbagai pengaduk yang terbuat idar bahan yang berbeda-beda.,IPA,Transposition Error
"Ternyata, ada pengaduk yang bersifat sebagai konduktor panas.","Ternyata, ada pengaduk yang bersifat sebagai konudktor panas.",IPA,Transposition Error
Ada pula pengaduk yang bersifat sebagai isolator panas.,Ada pula pengaduk yang bersifat sebagai isoaltor panas.,IPA,Transposition Error
"Sebagai konduktor, setiap bahan mempunyai kecepatan hantaran panas yang berbeda-beda.","Sebagai konduktor, setiap bahan mempunyai kecepatan hanatran panas yang berbeda-beda.",IPA,Transposition Error
Konduktor terbaik adalah yang paling cepat menghantarkan panas.,Konduktor terbaik adalah yang paling cepat menhantarkgan panas.,IPA,Transposition Error
"Nah, cobalah kalian lihat kembali data hasil percobaan.","Nah, cobalah kalian lihat kembali data ihasl percobaan.",IPA,Transposition Error
Pada pengaduk manakah kalian dapat mencatat waktu tercepat?,Pada pengaduk manakah kalian dapat mencatat twaku tercepat?,IPA,Transposition Error
Waktu tercepat yang dimaksud adalah waktu yang diperlukan kedelai untuk jatuh.,Waktu tercepat gyan dimaksud adalah waktu yang diperlukan kedelai untuk jatuh.,IPA,Transposition Error
Tentu saja kedelai yang paling cepat jatuh adalah yang menempel pada konduktor terbaik.,Tentu saja kedelai yang paling cepat ujath adalah yang menempel pada konduktor terbaik.,IPA,Transposition Error
Apa saja benda yang tidak dapat menghantarkan panas?,Apa saja benda yang tidak dapat menhantarkgan panas?,IPA,Transposition Error
Beberapa peralatan sengaja dibuat berdasarkan sifat-sifat konduktor dan isolator.,Beberapa peralatan sengaja dibuat berdasarkan sifat-sifat konudktor dan isolator.,IPA,Transposition Error
Apa saja contohnya?,Apa saja conothnya?,IPA,Transposition Error
"Dalam keseharian, kita menggunakan termos untuk menyimpan air panas.","Dalam keseharian, kita menggunakan termos untuk meniympan air panas.",IPA,Transposition Error
Air tersebut akan tetap panas meskipun disimpan selama beberapa waktu.,Air tersebut akan tetap panas meskipun dsimipan selama beberapa waktu.,IPA,Transposition Error
Bagaimana termos dapat menjaga air tetap panas?,Bagaimana termos dapat menjaga air tetap apnas?,IPA,Transposition Error
"Agar lebih mudah memahaminya, perhatikan gambar4.6.","Arga lebih mudah memahaminya, perhatikan gambar4.6.",IPA,Transposition Error
Kalian telah mengetahui bahwa panas dapat mengalir.,Kalian telah mengetahui bahwa panas dapat menaglir.,IPA,Transposition Error
Panas mengalir dari suhu tinggi ke suhu rendah.,Panas mengalir dari ushu tinggi ke suhu rendah.,IPA,Transposition Error
"Nah, termos berfungsi seperti sebuah bendungan.","Nah, termos berfungsi serpeti sebuah bendungan.",IPA,Transposition Error
Termos membendung dan menahan aliran panas.,Termos membendung dan mehnaan aliran panas.,IPA,Transposition Error
Panas dari dalam termos tidak dapat mengalir ke luar.,Panas dari dalam termos tidak dapat menaglir ke luar.,IPA,Transposition Error
Panas dari luar pun tidak dapat masuk ke dalam termos.,Panas dari luar pun tidak dapat umask ke dalam termos.,IPA,Transposition Error
"Dengan begitu, termos dapat berfungsi sebagai isolator panas.","Dengan begitu, termos dapat berfungsi sebagai isoaltor panas.",IPA,Transposition Error
Dinding termos terbuat dari dua lapisan kaca.,Dinding termos terbuat dari dua lapisan akca.,IPA,Transposition Error
Di antara kedua lapisan itu terdapat ruang hampa udara.,Di antara kedua lapisan itu terdapat nruag hampa udara.,IPA,Transposition Error
Ruang hampa tersebut dapat mencegah hilangnya panas.,Ruang hampa tersebut dapat mencegah hilangnya apnas.,IPA,Transposition Error
"Selain itu, bagian dalam dinding perak.","Selain itu, bagian damla dinding perak.",IPA,Transposition Error
Cermin perak berfungsi memantulkan panas dapat mengurangi adanya perpindahan panas.,Cermin perak berfungsi memantulkan panas dapat menuranggi adanya perpindahan panas.,IPA,Transposition Error
"Nah, dapat mempertahankan panas.","Nah, dapat memertahankapn panas.",IPA,Transposition Error
Apa yang kalian lakukan saat udara terasa dingin?,Apa yang kalian lakukan saat udara tersaa dingin?,IPA,Transposition Error
Salah satunya tentu memakai baju hangat.,Salah satunya tentu mekmaai baju hangat.,IPA,Transposition Error
"Contohnya, jaket dan sweter.","Contohany, jaket dan sweter.",IPA,Transposition Error
Baju hangat merupakan isolator panas.,Baju hangat merupakan isoltoar panas.,IPA,Transposition Error
Baju hangat dapat mencegah panas dari tubuh mengalir ke luar.,Baju hangat dapat mencegah panas dari utbuh mengalir ke luar.,IPA,Transposition Error
Tubuh menjadi hangat dan tidak kedinginan.,Ubtuh menjadi hangat dan tidak kedinginan.,IPA,Transposition Error
Mengapa termos dapat berfungsi sebagai isolator panas?,Mengapa termos dapat berfungsi sebagai isolator apnas?,IPA,Transposition Error
Pemanfaatan konduktor banyak kita temui pada alat-alat masak.,Pemanfaatan konduktor banyak kita temui pada ala-talat masak.,IPA,Transposition Error
"Contohnya, panci, cerek, dan wajan.","Contohany, panci, cerek, dan wajan.",IPA,Transposition Error
Ketiganya terbuat dari aluminium.,Ketiganya terbuat idar aluminium.,IPA,Transposition Error
Aluminium termasuk penghantar panas yang baik.,Aluminium termasuk penghantar pasna yang baik.,IPA,Transposition Error
"Karena itu, panas yang dihantarkannya dapat mematangkan masakan.","Karena itu, panas yang dihantarkannya dapat memtangakan masakan.",IPA,Transposition Error
Sekarang perhatikanlah bagian gagang panci atau wajan.,Sekarang perhatikanlah bagian gagang panci atau awjan.,IPA,Transposition Error
Gagang tersebut biasanya dilapisi plastik atau kayu.,Gagang tersebut biasanya dilapisi plastik atau ukay.,IPA,Transposition Error
Plastik dan kayu merupakan isolator panas.,Plastik dan kayu meruapkan isolator panas.,IPA,Transposition Error
"Jadi, kalian tidak perlu takut kepanasan saat mengangkat panci dari kompor.","Jadi, kalian tidak perlu takut kepanasan tsaa mengangkat panci dari kompor.",IPA,Transposition Error
