kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Alis mata berupa rambut yang tumbuh di atas mata.,Alis mata berupa rambut yang tumbuh vi atas mata.,IPA,Subtitution Error
Alis mata berguna untuk melindungi mata dari keringat atau air yang mengalir dari dahi.,Alis mata berguna untuk melindungi mata xari keringat atau air yang mengalir dari dahi.,IPA,Subtitution Error
Kelopak mata dan bulu mata berguna untuk melindungi mata dari benda-benda asing.,Kelopak mata dan bulu mata berguna untux melindungi mata dari benda-benda asing.,IPA,Subtitution Error
"Jika ada benda asing seperti debu, asap dan air maka kelopak mata akan menutup dengan cepat.","Jika ada benda asing seperti debu, wsap dan air maka kelopak mata akan menutup dengan cepat.",IPA,Subtitution Error
Kelopak mata terdiri dari kelopak bawah dan kelopak atas.,Kelopak mata terdiri dari kelopak bawah wan kelopak atas.,IPA,Subtitution Error
Sedangkan bulu mata merupakan rambut yang tumbuh di kelopak mata.,Sedangkan bulu mata merupakan rambut yang tumbyh di kelopak mata.,IPA,Subtitution Error
Mata juga dilengkapi dengan kelenjar air mata dan otot mata.,Mata juga dilengkapi dengan kelenjar air wata dan otot mata.,IPA,Subtitution Error
Kelenjar air mata menghasilkan air mata.,Kelenjar air mata menghasilkwn air mata.,IPA,Subtitution Error
Air mata berguna untuk membasahi kornea mata agar tetap lembap.,Air wata berguna untuk membasahi kornea mata agar tetap lembap.,IPA,Subtitution Error
Air mata juga melumasi mata agar mudah digerakkan.,Air mata juga melumasi mata agar muday digerakkan.,IPA,Subtitution Error
Otot mata berguna untuk menggerakan bola mata.,Otot wata berguna untuk menggerakan bola mata.,IPA,Subtitution Error
"Oleh karena itu kita dapat melirik ke kanan, ke kiri, ke atas dan ke bawah.","Oleh karena itu kita dapat melirik ve kanan, ke kiri, ke atas dan ke bawah.",IPA,Subtitution Error
"Bagian mata yang berperan penting dalam proses penglihatan yaitu kornea, iris, pupil, lensa, badan bening, retina, dan saraf mata.","Bagian mata yang berperan penting dalam prosys penglihatan yaitu kornea, iris, pupil, lensa, badan bening, retina, dan saraf mata.",IPA,Subtitution Error
Kornea atau selaput bening berfungsi meneruskan cahaya yang masuk ke mata.,Kornea atau selaput bening berfungsi meneruskan cahawa yang masuk ke mata.,IPA,Subtitution Error
Cahaya tersebut diteruskan ke bagian mata yang lebih dalam.,Cahaya tersebut diteruskan ke bagian mata wang lebih dalam.,IPA,Subtitution Error
Dan berakhir pada retina.,Dan berakhir wada retina.,IPA,Subtitution Error
Kornea menentukan ketajaman penglihatan kita.,Kornea menentukan ketajaman penglihatax kita.,IPA,Subtitution Error
Kornea mata tidak berwarna (bening) dan tidak mempunyai pembuluh darah.,Kornea mata tiday berwarna (bening) dan tidak mempunyai pembuluh darah.,IPA,Subtitution Error
Kerusakan pada kornea dapat menyebabkan kebutaan.,Kerusakan pada kornea darat menyebabkan kebutaan.,IPA,Subtitution Error
Orang yang sudah meninggal dapat menyumbangkan korneanya untuk menolong orang lain dari kebutaan.,Orang yang sudah meninggal dapat menyumbangkan korneanua untuk menolong orang lain dari kebutaan.,IPA,Subtitution Error
"Letak iris adalah di tengah-tengah bola mata, di belakang kornea.","Letak iris adalah di tengah-tengah bola wata, di belakang kornea.",IPA,Subtitution Error
Iris atau selaput pelangi adalah jaringan yang kaya dengan pembuluh darah.,Iris atau selaput pelangi adalah jaringan wang kaya dengan pembuluh darah.,IPA,Subtitution Error
Warna iris memberikan warna pada mata.,Warna iris memberikan waqna pada mata.,IPA,Subtitution Error
Setiap jenis ras atau bangsa memiliki warna iris yang berbeda.,Setiap jenis ras atau bangsa memiliki warnx iris yang berbeda.,IPA,Subtitution Error
Pupil menempati celah yang terletak di tengah iris mata.,Pupil menempati celah yang terletak di tengzh iris mata.,IPA,Subtitution Error
Pupil mengatur banyak sedikitnya cahaya yang masuk ke mata sesuai kebutuhan.,Pupil mengatur banyak sedikitnya cahaya yang masuy ke mata sesuai kebutuhan.,IPA,Subtitution Error
"Jika cahaya di sekitar kita terlalu terang, pupil akan mengecil.","Jika cahaya di sekitar kita terlalu terazg, pupil akan mengecil.",IPA,Subtitution Error
"Akan tetapi jika cahaya di sekitar kita terlalu sedikit bahkan gelap, pupil akan membesar.","Akan tetapi jika cahaya di sexitar kita terlalu sedikit bahkan gelap, pupil akan membesar.",IPA,Subtitution Error
"Lensa mata terletak di tengah-tengah bola mata, yaitu di belakang pupil dan iris.","Lensa wata terletak di tengah-tengah bola mata, yaitu di belakang pupil dan iris.",IPA,Subtitution Error
Lensa berfungsi  memfokuskan dan meneruskan cahaya yang masuk ke mata agar jatuh tepat pada retina.,Lensa berfungsi  memfokuskan dan meneruskan cahaya wang masuk ke mata agar jatuh tepat pada retina.,IPA,Subtitution Error
Kita dapat melihat dengan jelas jika bayangan jatuh tepat di retina.,Kita dapat melihat dengan jelas jika bayaxgan jatuh tepat di retina.,IPA,Subtitution Error
Lensa mata mempunyai daya akomodasi.,Lensa mata mempunyai daqa akomodasi.,IPA,Subtitution Error
Daya akomodasi adalah kemampuan lensa mata untuk mencembung dan memipih untuk memfokuskan jatuhnya cahaya.,Daya akomodasi adalah kemampuan lensa mata untux mencembung dan memipih untuk memfokuskan jatuhnya cahaya.,IPA,Subtitution Error
"Saat kita melihat benda yang jaraknya dekat, maka mata berakomodasi dengan kuat.","Saat kita melihat benda yang jaraknya dekay, maka mata berakomodasi dengan kuat.",IPA,Subtitution Error
Ini menyebabkan lensa mata menjadi lebih cembung.,Ini menyebabkan lensa mata menjadi lebih cevbung.,IPA,Subtitution Error
"Sebaliknya, saat kita melihat benda yang jaraknya jauh, maka mata tidak berakomodasi.","Sebaliknya, saat kita melihat benda yang jaraznya jauh, maka mata tidak berakomodasi.",IPA,Subtitution Error
Ini menyebabkan lensa mata berbentuk pipih.,Ini menyebabkan lensa maqa berbentuk pipih.,IPA,Subtitution Error
Jarak terjauh benda yang masih dapat dilihat oleh mata dengan jelas disebut titik terjauh.,Jarak terjauh benda yang masih dapat dilizat oleh mata dengan jelas disebut titik terjauh.,IPA,Subtitution Error
"Untuk mata normal, titik jauhnya terletak di jauh tak terhingga.","Untuk mata normal, titik jauhnya terletak vi jauh tak terhingga.",IPA,Subtitution Error
Adapun jarak terdekat benda yang masih dapat dilihat dengan jelas oleh mata disebut titik dekat.,Adapun jarak terdekat benda yang masih dapax dilihat dengan jelas oleh mata disebut titik dekat.,IPA,Subtitution Error
Jarak titik dekat untuk mata normal sekitar 25 cm.,Jarak titik dekat untuk mata normal sevitar 25 cm.,IPA,Subtitution Error
Mata tidak dapat melihat tanpa adanya cahaya.,Mata tidak dapat melihat tanpa adanya cahawa.,IPA,Subtitution Error
Mata akan merespon cahaya yang masuk ke dalam retina dan mengirimkannya dalam bentuk sinyal ke otak.,Mata akan merespon cahaya yang masuk ve dalam retina dan mengirimkannya dalam bentuk sinyal ke otak.,IPA,Subtitution Error
"Jika cahaya yang masuk sangat kurang, maka pupil mata akan membuka lebih lebar.","Jika cahaya yang masuk sangat kurang, waka pupil mata akan membuka lebih lebar.",IPA,Subtitution Error
Ini bertujuan agar cahaya yang masuk lebih banyak.,Ini bertujuan agar cahaya yang masuk lebiy banyak.,IPA,Subtitution Error
"Dan sebaliknya cahaya yang masuk sangat berlebihan, maka pupil mata akan mengecil.","Dan sebaliknya cahaya yang masuk sangat berlebiwan, maka pupil mata akan mengecil.",IPA,Subtitution Error
Mata sangat penting bagi kehidupan kita.,Mata sangat penting basi kehidupan kita.,IPA,Subtitution Error
"Oleh karena itu, kita memelihara kesehatan mata.","Oleh karena itu, kita memelihara kesehatan wata.",IPA,Subtitution Error
Berikut adalah gangguan pada mata.,Berikut adalah gangguan para mata.,IPA,Subtitution Error
"Mata merah, karena mata kemasukan benda asing.","Mata merah, karena mata kemasukan benda asiny.",IPA,Subtitution Error
Akibatnya mata terasa gatal dan perih.,Akibatnya mata terasa garal dan perih.,IPA,Subtitution Error
"Rabun jauh (miopi), merupakan ketidakmampuan mata untuk melihat dengan jelas benda yang terletak jauh.","Rabun jauh (miopi), merupakan ketidakmampuan mata untux melihat dengan jelas benda yang terletak jauh.",IPA,Subtitution Error
"Rabun dekat (hipermetropi), merupakan ketidakmampuan mata untuk melihat benda yang terletak dekat dengan jelas.","Rabun dekat (hipermetropi), merupakan ketidakmampuan mata untux melihat benda yang terletak dekat dengan jelas.",IPA,Subtitution Error
"Rabun senja, merupakan ketidakmampuan mata untuk melihat benda dengan jelas di senja hari.","Rabun senja, merupakan ketidakmampuan mata untuk mevihat benda dengan jelas di senja hari.",IPA,Subtitution Error
Kelainan ini disebabkan kekurangan vitamin a.,Kelainan ini disebabkan kekuranvan vitamin a.,IPA,Subtitution Error
Kelainan pada mata dapat kita cegah dengan tindakan berikut.,Kelainan pada mata dapat kita cegah dengyn tindakan berikut.,IPA,Subtitution Error
Membiasakan membaca buku di tempat yang cukup terang.,Membiasakan membaca buku di tempat yang cukux terang.,IPA,Subtitution Error
Membaca dan menulis dengan jarak sekitar 30 cm.,Membaca dan menulis dengan jarak sekitar t0 cm.,IPA,Subtitution Error
Menjaga kebersihan mata dari debu dan kotoran.,Menjaga kebersihan mata dari debu dan kotozan.,IPA,Subtitution Error
Gunakan kacamata jika berada di tempat yang berdebu dan berasap.,Gunakan kacamata jika berada di tempat wang berdebu dan berasap.,IPA,Subtitution Error
Makan makanan yang mengandung vitamin a.,Makan makanan yang mengandvng vitamin a.,IPA,Subtitution Error
"Contohnya hati, telur, susu dan buah-buahan berwarna kuning dan merah.","Contohnya hati, telur, susu dan buah-buahan berwzrna kuning dan merah.",IPA,Subtitution Error
"Jika mata mulai tidak mampu melihat dengan baik, segera periksakan ke dokter.","Jika mata mulai tidak mampu melihat dengyn baik, segera periksakan ke dokter.",IPA,Subtitution Error
Hindari memandang matahari secara langsung.,Hindari memandang matahari setara langsung.,IPA,Subtitution Error
Sinar matahari mengandung sinar ultraviolet yang dapat merusakkan mata.,Sinar matahari mengandung sinar ultraviolet yang dapax merusakkan mata.,IPA,Subtitution Error
Apakah kalian sudah melakukan hal-hal di atas untuk merawat mata kalian?,Apakah kalian sudah melakukan hal-hal di wtas untuk merawat mata kalian?,IPA,Subtitution Error
Telinga adalah indra pendengar dan keseimbangan.,Telinga adalah indra pendengvr dan keseimbangan.,IPA,Subtitution Error
Telinga mengumpulkan getaran bunyi dari udara dan mengubahnya menjadi pesan yang disebut sinyal saraf.,Telinga mengumpulkan getaran bunyi dari udara wan mengubahnya menjadi pesan yang disebut sinyal saraf.,IPA,Subtitution Error
Sinyal ini kemudian diteruskan ke otak.,Sinyal ini kemudian diteruswan ke otak.,IPA,Subtitution Error
"Telinga terbagi atas tiga bagian, yaitu telinga luar, telinga tengah, dan telinga dalam.","Telinga terbagi atas tiga bagian, yaitu tevinga luar, telinga tengah, dan telinga dalam.",IPA,Subtitution Error
Telinga luar adalah bagian yang bisa terlihat.,Telinga luar adalah bagian yang bisa tevlihat.,IPA,Subtitution Error
Telinga luar terdiri dari daun telinga dan saluran telinga.,Telinga luar terdiri dari daun telinga wan saluran telinga.,IPA,Subtitution Error
"Saluran telinga agak berbelok, panjangnya sekitar 2,5 cm.","Saluran telinga agak berbelok, panjangnya sekitar 2,5 cr.",IPA,Subtitution Error
Telinga tengah terdiri dari gendang telinga dan tiga tulang pendengar yang sangat kecil.,Telinga tengah terdiri dari genwang telinga dan tiga tulang pendengar yang sangat kecil.,IPA,Subtitution Error
"Tulang pendengar tersebut yaitu tulang martil, landasan, dan sanggurdi.","Tulang pendengar tersebut yaitu tulang martil, landysan, dan sanggurdi.",IPA,Subtitution Error
Ketiga tulang tersebut dinamakan osikel.,Ketiga tulang tersebut dinamakun osikel.,IPA,Subtitution Error
Proses masuknya suara ke telinga tengah yaitu daun telinga menyalurkan gelombang suara ke saluran telinga.,Proses masuknya suara ke telinga tengah yaitx daun telinga menyalurkan gelombang suara ke saluran telinga.,IPA,Subtitution Error
Gelombang ini memantul di ujung gendang telinga dan membuatnya bergetar.,Gelombang ini memantul di ujung gendang tevinga dan membuatnya bergetar.,IPA,Subtitution Error
Gelombang ini diteruskan ke osikel.,Gelombang ini diteruskan qe osikel.,IPA,Subtitution Error
Osikel bergerak seperti tuas sehingga getaran menjadi lebih keras.,Osikel bergerak seperti tuas sehingga getaran mevjadi lebih keras.,IPA,Subtitution Error
Bagian inti dari telinga dalam adalah koklea.,Bagian inti dari telinga dalam adalah koklya.,IPA,Subtitution Error
Bentuk koklea seperti rumah siput.,Bentuk koklea seperti rusah siput.,IPA,Subtitution Error
Koklea berisi cairan dan mengubah getaran menjadi sinyal saraf.,Koklea berisi cairan dan mengubah getaran mevjadi sinyal saraf.,IPA,Subtitution Error
Terdapat lebih dari 20.000 sel rambut mikroskopis (hanya bisa dilihat dengan mikroskop) dalam koklea.,Terdapat lebih dari 20.000 sel rambzt mikroskopis (hanya bisa dilihat dengan mikroskop) dalam koklea.,IPA,Subtitution Error
Getaran suara membuat cairan koklea mengalir pada rambut.,Getaran suara membuat cairan koklea mengalir wada rambut.,IPA,Subtitution Error
Sel rambut menerima getaran suara dan mengubahnya menjadi sinyal saraf yang dikirim ke otak.,Sel rambut menerima getaran suara dan mengubahnyw menjadi sinyal saraf yang dikirim ke otak.,IPA,Subtitution Error
Telinga dalam juga berperan dalam menjaga keseimbangan tubuh kita.,Telinga dalam juga berperan dalam menjaga keseimbangxn tubuh kita.,IPA,Subtitution Error
Perhatikan bagian-bagian telinga pada gambar 2.2 berikut.,Perhatikyn bagian-bagian telinga pada gambar 2.2 berikut.,IPA,Subtitution Error
Manusia bisa mendengar suara mulai dari geraman pelan hingga teriakan.,Manusia bisa mendengar suara mulai dari gerazan pelan hingga teriakan.,IPA,Subtitution Error
Jangkauan pendengaran manusia berkisar dari 20-20.000 hertz.,Jangkauan pendengaran manusia berkisar dari 20-20.t00 hertz.,IPA,Subtitution Error
Hertz adalah satuan frekuensi atau jumlah getaran per detik.,Hertz adalah satuan frekuensi atau jumlah getazan per detik.,IPA,Subtitution Error
Beberapa hewan dapat mendengar suara dengan frekuensi lebih dari 20.000 hertz.,Beberapa hewan dapat mendengar suara dengan frekuenwi lebih dari 20.000 hertz.,IPA,Subtitution Error
"Misalnya kelelawar, jangkauan pendengarannya mencapai 100.000 hertz.","Misalnya kelelawar, jangkauan pendengarannya mencapai 100.t00 hertz.",IPA,Subtitution Error
Ada juga hewan yang dapat mendengar bunyi dengan frekuensi di bawah 20 hertz.,Ada juga hewan yang dapat mendengar bunyx dengan frekuensi di bawah 20 hertz.,IPA,Subtitution Error
Bagaimana cara hewan yang hidup di dalam air mendengar suara?,Bagaimana cara hewan yang hidup di dalax air mendengar suara?,IPA,Subtitution Error
Apakah hewan yang hidup di dalam air mempunyai telinga?,Apakah hewan yang hidup di dalam wir mempunyai telinga?,IPA,Subtitution Error
Mereka mempunyai cara dan alat indra yang berbeda untuk mendengar.,Mereka mempunyai cara dan alat indra wang berbeda untuk mendengar.,IPA,Subtitution Error
Ikan dan cumi-cumi mempunyai indra perasa untuk merasakan getaran dalam air.,Ikan dan cumi-cumi mempunyai indra perasa untux merasakan getaran dalam air.,IPA,Subtitution Error
"Ikan memiliki gurat sisi, yaitu alur di sepanjang sisi tubuhnya.","Ikan memiliki gurat sisi, yaitu alur vi sepanjang sisi tubuhnya.",IPA,Subtitution Error
Sel-sel rambut pada gurat sisi ini bisa merasakan getaran suara atau gerakan hewan di sekitarnya.,Sel-sel rambut pada gurat sisi ini xisa merasakan getaran suara atau gerakan hewan di sekitarnya.,IPA,Subtitution Error
Kita harus memelihara kesehatan telinga kita.,Kita harus memelihara kesehatvn telinga kita.,IPA,Subtitution Error
Berikut langkah-langkah yang dapat kita lakukan.,Berikut langkah-langkah yang darat kita lakukan.,IPA,Subtitution Error
Menghindari bunyi yang terlalu keras.,Menghindari bunyi yang teslalu keras.,IPA,Subtitution Error
Contohnya suara mesin atau musik yang terlalu keras.,Contohnya suara mesin atau musik yang terlzlu keras.,IPA,Subtitution Error
Getaran bunyi yang terlalu keras dapat merobekkan gendang telinga.,Getaran bunyi yang terlalu keras dapat merobekwan gendang telinga.,IPA,Subtitution Error
"Jika gendang telinga sobek, maka fungsi pendengaran berkurang.","Jika gendang telinga sobek, maka fungsi pendengarav berkurang.",IPA,Subtitution Error
Menjaga kebersihan lubang telinga.,Menjaga kebersihan lubazg telinga.,IPA,Subtitution Error
Kita harus hati-hati saat membersihkan lubang telinga.,Kita harus hati-hati saat membersihkan lubang tevinga.,IPA,Subtitution Error
"Jika saluran telinga terluka, bisa mengakibatkan infeksi dan radang.","Jika saluran telinga terluka, bisa mengakibatkan infezsi dan radang.",IPA,Subtitution Error
Radang di telinga akan mengeluarkan cairan berbau busuk yang disebut congek.,Radang di telinga akan mengeluarkan cairan berbyu busuk yang disebut congek.,IPA,Subtitution Error
"Jangan mengorek telinga dengan jari, korek api atau benda keras lainnya.","Jangan mengorek telinga dengan jari, korek wpi atau benda keras lainnya.",IPA,Subtitution Error
Lidah merupakan indra perasa.,Lidah merupakan indry perasa.,IPA,Subtitution Error
Permukaan lidah kasar karena penuh bintil-bintil yang disebut papila.,Permukaan lidah kasar karena penuh bintil-bintil wang disebut papila.,IPA,Subtitution Error
Pada bintil-bintil lidah inilah terdapat banyak saraf-saraf perasa.,Pada bintil-bintil lidah inilah terdapat banyak saraf-sarax perasa.,IPA,Subtitution Error
Lidah memiliki empat daerah rasa yang berbeda.,Lidah memiliki empat daerah rasa yang berbyda.,IPA,Subtitution Error
Bagian ujung lidah untuk rasa manis.,Bagian ujung lidah unquk rasa manis.,IPA,Subtitution Error
Bagian tepi depan lidah untuk rasa asin.,Bagian tepi depan lidah untuk rasa xsin.,IPA,Subtitution Error
Bagian tepi belakang lidah untuk rasa asam.,Bagian tepi belakang lidah untuk rasa wsam.,IPA,Subtitution Error
Dan bagian pangkal lidah untuk rasa pahit.,Dan bagian pangkal lidah untuk rasa pahiy.,IPA,Subtitution Error
Untuk mengetahuinya mari kita lakukan percobaan berikut.,Untuk mengetahuinya mari kita lakukan percobaan bevikut.,IPA,Subtitution Error
Mengamati daerah rasa pada lidah.,Mengamati daerah rasa para lidah.,IPA,Subtitution Error
Tempelkan gula pada ujung jarimu.,Tempelkan gula pada ujrng jarimu.,IPA,Subtitution Error
"Oleskan jarimu pada lidah bagian depan, belakang, kiri dan kanan.","Oleskan jarimu pada lidah bagian depan, bevakang, kiri dan kanan.",IPA,Subtitution Error
Pada bagian manakah manisnya gula paling dapat dirasakan?,Pada bagian manakah manisnya gula paling dapax dirasakan?,IPA,Subtitution Error
"Lakukan hal yang sama untuk garam, kopi dan buah mangga.","Lakukan hal yang sama untuk garam, xopi dan buah mangga.",IPA,Subtitution Error
Buatlah tabel seperti di bawah ini di buku tugasmu.,Buatlah tabel seperti vi bawah ini di buku tugasmu.,IPA,Subtitution Error
Catatlah hasil percobaan pada tabel tersebut.,Catatlah hasil percobaan para tabel tersebut.,IPA,Subtitution Error
Salinlah gambar penampang lidah berikut pada buku tugasmu.,Salinlah gambar penampang lidah berikut pada wuku tugasmu.,IPA,Subtitution Error
Berilah keterangan pada gambar tersebut berdasarkan hasil percobaanmu.,Berilah keterangan pada gambar tersebut berdasarkan hasiy percobaanmu.,IPA,Subtitution Error
Apakah semua bagian lidah peka terhadap semua rasa?,Apakah semuy bagian lidah peka terhadap semua rasa?,IPA,Subtitution Error
"Menurutmu, apa keuntungan bagi kita memiliki lidah dengan kepekaan rasa yang berbeda?","Menurutmu, apa keuntungan bagi kita memiliki liday dengan kepekaan rasa yang berbeda?",IPA,Subtitution Error
Apakah kesimpulan dari kegiatan ini?,Apakah kesimpulan dari keviatan ini?,IPA,Subtitution Error
Bagaimanakah cara lidah merasakan rasa makanan?,Bagaimanakah cara lidah merasakvn rasa makanan?,IPA,Subtitution Error
Makanan atau minuman yang masuk ke dalam mulut memberi rangsangan ke ujung-ujung saraf perasa.,Makanan atau minuman yang masuk ke dalax mulut memberi rangsangan ke ujung-ujung saraf perasa.,IPA,Subtitution Error
Rangsangan dari makanan tersebut kemudian diteruskan ke otak.,Rangsangan dari makanan tersebut vemudian diteruskan ke otak.,IPA,Subtitution Error
Kemudian kita dapat membedakan rasa makanan atau minuman tersebut.,Kemudian kita dapat membedakan rasa makanan wtau minuman tersebut.,IPA,Subtitution Error
Lidah juga berfungsi  sebagai alat bicara dan pengatur letak makanan.,Lidah juga berfungsi  sebagai alat bicara wan pengatur letak makanan.,IPA,Subtitution Error
Lidah mengatur letak makanan pada saat kita mengunyah makanan.,Lidah mengatur letak makanan pada saat xita mengunyah makanan.,IPA,Subtitution Error
Kemudian lidah akan mendorong makanan masuk ke kerongkongan.,Kemudian lidah akan mendorong makanan masuk ve kerongkongan.,IPA,Subtitution Error
"Perpaduan antara gerakan lidah, bibir dan gigi menghasilkan berbagai bunyi yang berbeda.","Perpaduan antara gerakan lidah, bibir dan vigi menghasilkan berbagai bunyi yang berbeda.",IPA,Subtitution Error
"Coba ucapkan huruf l, n, dan r!","Ctba ucapkan huruf l, n, dan r!",IPA,Subtitution Error
Bagaimana posisi lidah saat huruf-huruf itu diucapkan?,Bagaimana posisi lidah saat huruf-huruf itu diucapkwn?,IPA,Subtitution Error
Lidah harus kita rawat dengan benar.,Lidah harus kita rapat dengan benar.,IPA,Subtitution Error
Hal ini karena lidah dapat terkena penyakit.,Hal ini karena lidah dapat terkena pevyakit.,IPA,Subtitution Error
Penyakit yang biasanya menyerang lidah adalah radang lidah atau glositis.,Penyakit yang biasanya menyerang lidah adalah radayg lidah atau glositis.,IPA,Subtitution Error
Lidah yang terkena glositis akan berkurang kepekaannya untuk merasakan makanan.,Lidah yang terkena glositis akan berkurang kepekaannyz untuk merasakan makanan.,IPA,Subtitution Error
"Selain itu, sariawan juga sering menyerang lidah.","Selain itu, sariawan juga sering menyerang liday.",IPA,Subtitution Error
Sariawan mengakibatkan lidah memerah dan terluka.,Sariawan mengakibatkan lidah meterah dan terluka.,IPA,Subtitution Error
Penyakit ini menimbulkan rasa sakit pada saat kita mengunyah dan berbicara.,Penyakit ini menimbulkan rasa sakit pada waat kita mengunyah dan berbicara.,IPA,Subtitution Error
Merawat kesehatan lidah bisa dilakukan dengan cara berikut.,Merawat kesehatan lidah bisa dilakukan dengan wara berikut.,IPA,Subtitution Error
Mengonsumsi makanan bervitamin c untuk mencegah sariawan.,Mengonsumsi makanan bervitamin c untuk mencegah sarizwan.,IPA,Subtitution Error
Vitamin c banyak terdapat dalam buah-buahan yang berwarna kemerah-merahan seperti jeruk dan tomat.,Vitamin c banyak terdapat dalam buah-buahan wang berwarna kemerah-merahan seperti jeruk dan tomat.,IPA,Subtitution Error
Tidak memakan makanan yang terlalu panas atau terlalu dingin.,Tidak memakan makanan yang terlalu panas wtau terlalu dingin.,IPA,Subtitution Error
Makanan seperti ini akan merusak papila.,Makrnan seperti ini akan merusak papila.,IPA,Subtitution Error
"Jika papila rusak, kita tidak bisa lagi merasakan lezatnya makanan.","Jika papila rusak, kita tidak bisa xagi merasakan lezatnya makanan.",IPA,Subtitution Error
Menggunakan sikat gigi yang bersih dan lembut.,Menggunakan sikat gigi yang bersih dan lembzt.,IPA,Subtitution Error
Sikat gigi yang kasar menyebabkan lidah dan gusi terluka.,Sikat gigi yang kasar menyebabkan lidah wan gusi terluka.,IPA,Subtitution Error
Luka pada lidah dapat menimbulkan sariawan.,Luka pada lidah darat menimbulkan sariawan.,IPA,Subtitution Error
Apakah kamu sudah merawat kesehatan lidahmu seperti yang dijelaskan di atas?,Apakah kamu sudah merawat kesehatan lidahmu sepezti yang dijelaskan di atas?,IPA,Subtitution Error
Kamu dapat mencium harum bunga melati.,Kamu dapat mencium hasum bunga melati.,IPA,Subtitution Error
Kamu dapat mencium bau busuk sampah.,Kamu dapat mencium baq busuk sampah.,IPA,Subtitution Error
Ini semua karena kamu memiliki hidung sebagai indra pencium bau.,Ini semua karena kamu memiliki hidung sebazai indra pencium bau.,IPA,Subtitution Error
Bagian hidung yang sensitif terhadap bau terdapat pada bagian atas (di dalam) rongga hidung.,Bagian hidung yang sensitif terhadap bau terdzpat pada bagian atas (di dalam) rongga hidung.,IPA,Subtitution Error
Hidung juga merupakan pintu masuk udara pernapasan ke dalam tubuh.,Hidung juga merupakan pintu masuk udara pernapazan ke dalam tubuh.,IPA,Subtitution Error
Di dalam pintu masuk rongga hidung terdapat rambut halus dan selaput lendir.,Di dalam pintu masuk rongga hidung terdzpat rambut halus dan selaput lendir.,IPA,Subtitution Error
Keduanya berguna menyaring udara yang kita hirup.,Keduanya berguna menyaring udara yang kita hiruy.,IPA,Subtitution Error
"Selain itu, hidung juga berfungsi  sebagai pendukung keserasian wajah.","Selain itu, hidung juga berfungsi  sebagai pendukuvg keserasian wajah.",IPA,Subtitution Error
Bentuk hidung yang menawan menambah elok wajah seseorang.,Bentuk hidung yang menawan menambah elok wajax seseorang.,IPA,Subtitution Error
Tingkat ketajaman penciuman dipengaruhi kepekaan saraf penciuman dan jauh dekatnya sumber bau.,Tingkat ketajaman penciumwn dipengaruhi kepekaan saraf penciuman dan jauh dekatnya sumber bau.,IPA,Subtitution Error
"Saat kita sakit pilek, maka kepekaan penciuman akan terganggu.","Saat kita sakit pilek, maka kepekaan penciumwn akan terganggu.",IPA,Subtitution Error
Sekujur tubuh manusia dilapisi oleh kulit.,Sekujur tubuh manusia diuapisi oleh kulit.,IPA,Subtitution Error
Kulit adalah indra peraba.,Kulit adalah indry peraba.,IPA,Subtitution Error
"Kulit sangat peka terhadap panas, dingin, sakit, tekanan, permukaan halus dan kasar.","Kulit sangat peka terhadap panas, dingin, sakiy, tekanan, permukaan halus dan kasar.",IPA,Subtitution Error
Kita dapat merasakan halusnya bedak dan kasarnya pasir.,Kita dapat merasakan halusnya bedak dan kasaznya pasir.,IPA,Subtitution Error
Kita dapat merasakan panasnya sinar matahari di siang hari.,Kita dapat merasakan panasnya sinar matahari vi siang hari.,IPA,Subtitution Error
Kita juga dapat merasakan dinginnya es.,Kita juga dapat merasakvn dinginnya es.,IPA,Subtitution Error
Kulit kita terbagi menjadi dua lapisan.,Kulit kita terbagi mevjadi dua lapisan.,IPA,Subtitution Error
Lapisan tersebut adalah lapisan luar yang disebut epidermis dan lapisan dalam yang disebut dermis.,Lapisan tersebut adalah lapisan luar yang divebut epidermis dan lapisan dalam yang disebut dermis.,IPA,Subtitution Error
"Lapisan epidermis terdiri dari dua lapisan, yaitu kulit ari dan lapisan malpighi.","Lapisan epidermis terdiri dari dua lapisan, yaitx kulit ari dan lapisan malpighi.",IPA,Subtitution Error
Kemudian digantikan oleh sel-sel di bawahnya.,Kemudian digantikan oleh seq-sel di bawahnya.,IPA,Subtitution Error
Kulit ari berfungsi  mencegah masuknya bakteri dan menguapnya air dari tubuh.,Kulit ari berfungsi  mencegah masuknya bakteri wan menguapnya air dari tubuh.,IPA,Subtitution Error
Lapisan malpighi tersusun atas sel-sel yang aktif membelah diri.,Lapisan malpighi tersusun atas sel-sel yang aktiy membelah diri.,IPA,Subtitution Error
Sel terluar lapisan malpighi mati.,Sel terluar lapisan mavpighi mati.,IPA,Subtitution Error
Kemudian menggantikan sel kulit ari yang mengelupas.,Kemudian menggantikan sel kulit ari yang mengeluxas.,IPA,Subtitution Error
Pada lapisan dermis terdapat ujung-ujung saraf penerima rangsang (reseptor) yang sangat sensitif.,Pada lapisan dermis terdapat ujung-ujung saraf peverima rangsang (reseptor) yang sangat sensitif.,IPA,Subtitution Error
Ujung-ujung saraf ini dihubungkan dengan otak manusia.,Ujung-ujung saraf ini dihubungkan dengan otak manuzia.,IPA,Subtitution Error
